T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
928.409295	99	1	0	0	0	99.67668584	0.3233141608	0	99	1	0				0.001977321013	-0.001977321013		-928.409295	0	3.41686926620753	
928.389295	99	1	0	0.00582400949	0.005828340482	99.67541411	0.3245858885	0	98.99604411	1.003955889	0				0	0		-928.389295	0.005828340482	3.44614776646674	
928.369295	99	1	0	0.01159896954	0.01160757875	99.67414323	0.3258567657	0	98.99209067	1.007909331	0				0	0		-928.369295	0.01160757875	3.47644455916323	
928.329295	99	1	0	0.02299443612	0.02301143928	99.67160084	0.3283991582	0	98.98418136	1.015818643	0				0	0		-928.329295	0.02301143928	3.53443887829422	
928.249295	99	1	0	0.0452812193	0.04531444873	99.66651661	0.3334833875	0	98.96836255	1.031637446	0				0	0		-928.249295	0.04531444873	3.64371247393317	
928.169295	99	1	0	0.06689466291	0.0669433786	99.66143315	0.3385668505	0	98.9525436	1.047456398	0				0	0		-928.169295	0.0669433786	3.75647897068029	
928.089295	99	1	0	0.08786356843	0.08792706257	99.65635045	0.343649549	0	98.93672451	1.063275489	0				0	0		-928.089295	0.08792706257	3.87108433883838	
928.009295	99	1	0	0.1082162724	0.1082938684	99.65126851	0.3487314851	0	98.92090529	1.079094714	0				0	0		-928.009295	0.1082938684	3.98742812403547	
927.929295	99	1	0	0.1279794749	0.1280705255	99.64618734	0.3538126606	0	98.90508594	1.094914063	0				0	0		-927.929295	0.1280705255	4.10551114713653	
927.849295	99	1	0	0.1471783559	0.1472822417	99.64110692	0.3588930772	0	98.88926647	1.110733529	0				0	0		-927.849295	0.1472822417	4.22533427269842	
927.769295	99	1	0	0.1658366819	0.1659528095	99.63602726	0.3639727366	0	98.8734469	1.126553103	0				0	0		-927.769295	0.1659528095	4.3468983434778	
927.689295	99	1	0	0.1839769038	0.1841047047	99.63094836	0.3690516404	0	98.85762722	1.142372777	0				0	0		-927.689295	0.1841047047	4.47020419820626	
927.609295	99	1	0	0.2016202467	0.2017591757	99.62587021	0.3741297905	0	98.84180746	1.158192542	0				0	0		-927.609295	0.2017591757	4.5952527259493	
927.529295	99	1	0	0.2187867924	0.2189363263	99.62079281	0.3792071886	0	98.82598761	1.174012391	0				0	0		-927.529295	0.2189363263	4.72204476635119	
927.449295	99	1	0	0.2354955553	0.235655192	99.61571616	0.3842838364	0	98.81016769	1.189832314	0				0	0		-927.449295	0.235655192	4.85058119239679	
927.369295	99	1	0	0.2517645524	0.2519338096	99.61064026	0.3893597355	0	98.7943477	1.205652304	0				0	0		-927.369295	0.2519338096	4.98086290319216	
927.289295	99	1	0	0.2676108681	0.2677892821	99.60556511	0.3944348878	0	98.77852765	1.221472353	0				0	0		-927.289295	0.2677892821	5.11289072310478	
927.209295	99	1	0	0.2830507132	0.2832378386	99.60049071	0.399509295	0	98.76270755	1.237292451	0				0	0		-927.209295	0.2832378386	5.24666556516868	
927.129295	99	1	0	0.2980994808	0.2982948887	99.59541704	0.4045829587	0	98.74688741	1.253112592	0				0	0		-927.129295	0.2982948887	5.38218831476026	
927.049295	99	1	0	0.3127717966	0.3129750744	99.59034412	0.4096558807	0	98.73106723	1.268932766	0				0	0		-927.049295	0.3129750744	5.51945981411743	
926.969295	99	1	0	0.3270815664	0.3272923168	99.58527194	0.4147280627	0	98.71524703	1.284752966	0				0	0		-926.969295	0.3272923168	5.65848098601842	
926.889295	99	1	0	0.3410420197	0.34125986	99.58020049	0.4197995065	0	98.69942682	1.300573182	0				0	0		-926.889295	0.34125986	5.79925271300939	
926.809295	99	1	0	0.3546657505	0.3548903119	99.57512979	0.4248702137	0	98.68360659	1.316393408	0				0	0		-926.809295	0.3548903119	5.94177590719739	
926.729295	99	1	0	0.367964755	0.3681956817	99.57005981	0.4299401861	0	98.66778637	1.332213634	0				0	0		-926.729295	0.3681956817	6.08605142231371	
926.649295	99	1	0	0.3809504666	0.3811874155	99.56499057	0.4350094254	0	98.65196615	1.348033852	0				0	0		-926.649295	0.3811874155	6.23208015813307	
926.569295	99	1	0	0.3936337882	0.3938764283	99.55992207	0.4400779334	0	98.63614595	1.363854054	0				0	0		-926.569295	0.3938764283	6.37986302056952	
926.489295	99	1	0	0.4060251233	0.406273135	99.55485429	0.4451457117	0	98.62032577	1.379674233	0				0	0		-926.489295	0.406273135	6.52940092226745	
926.409295	99	1	0	0.4181344037	0.4183874782	99.54978724	0.450212762	0	98.60450562	1.395494379	0				0	0		-926.409295	0.4183874782	6.68069476168322	
926.329295	99	1	0	0.4299711161	0.4302289552	99.54472091	0.4552790861	0	98.58868552	1.411314484	0				0	0		-926.329295	0.4302289552	6.8337454295317	
926.249295	99	1	0	0.4415443269	0.4418066422	99.53965531	0.4603446858	0	98.57286546	1.42713454	0				0	0		-926.249295	0.4418066422	6.98855378370601	
926.169295	99	1	0	0.452862705	0.4531292179	99.53459044	0.4654095626	0	98.55704546	1.44295454	0				0	0		-926.169295	0.4531292179	7.14512076380621	
926.089295	99	1	0	0.4639345434	0.4642049843	99.52952628	0.4704737184	0	98.54122553	1.458774474	0				0	0		-926.089295	0.4642049843	7.30344734110181	
926.009295	99	1	0	0.4747677796	0.4750418875	99.52446285	0.4755371549	0	98.52540567	1.474594334	0				0	0		-926.009295	0.4750418875	7.46353428690697	
925.929295	99	1	0	0.4853700141	0.4856475366	99.51940013	0.4805998738	0	98.50958589	1.490414113	0				0	0		-925.929295	0.4856475366	7.62538257196377	
925.849295	99	1	0	0.4957485282	0.4960292208	99.51433812	0.4856618767	0	98.4937662	1.506233802	0				0	0		-925.849295	0.4960292208	7.78899311865847	
925.769295	99	1	0	0.5059103009	0.5061939267	99.50927683	0.4907231655	0	98.47794661	1.522053393	0				0	0		-925.769295	0.5061939267	7.9543667807035	
925.689295	99	1	0	0.5158620238	0.5161483534	99.50421626	0.4957837418	0	98.46212712	1.537872878	0				0	0		-925.689295	0.5161483534	8.12150446941843	
925.609295	99	1	0	0.5256101163	0.5258989274	99.49915639	0.5008436074	0	98.44630775	1.553692248	0				0	0		-925.609295	0.5258989274	8.29040708896892	
925.529295	99	1	0	0.5351607392	0.5354518161	99.49409724	0.505902764	0	98.4304885	1.569511495	0				0	0		-925.529295	0.5354518161	8.46107560580368	
925.449295	99	1	0	0.5445198072	0.5448129408	99.48903879	0.5109612133	0	98.41466939	1.585330612	0				0	0		-925.449295	0.5448129408	8.63351078898957	
925.369295	99	1	0	0.5536930017	0.5539879892	99.48398104	0.516018957	0	98.39885041	1.60114959	0				0	0		-925.369295	0.5539879892	8.80771359347069	
925.289295	99	1	0	0.5626857816	0.5629824261	99.478924	0.5210759968	0	98.38303158	1.61696842	0				0	0		-925.289295	0.5629824261	8.98368490581409	
925.209295	99	1	0	0.5715033945	0.571801505	99.47386767	0.5261323345	0	98.3672129	1.632787095	0				0	0		-925.209295	0.571801505	9.16142565787585	
925.129295	99	1	0	0.5801508865	0.5804502774	99.46881203	0.5311879717	0	98.35139439	1.648605607	0				0	0		-925.129295	0.5804502774	9.34093670768076	
925.049295	99	1	0	0.5886331121	0.5889336033	99.46375709	0.5362429102	0	98.33557605	1.664423946	0				0	0		-925.049295	0.5889336033	9.52221895091301	
924.969295	99	1	0	0.5969547429	0.5972561593	99.45870285	0.5412971518	0	98.31975789	1.680242107	0				0	0		-924.969295	0.5972561593	9.70527327712347	
924.889295	99	1	0	0.6051202764	0.605422448	99.4536493	0.546350698	0	98.30393992	1.696060079	0				0	0		-924.889295	0.605422448	9.89010047719541	
924.809295	99	1	0	0.613134044	0.6134368054	99.44859645	0.5514035507	0	98.28812215	1.711877855	0				0	0		-924.809295	0.6134368054	10.0767015361518	
924.729295	99	1	0	0.6210002183	0.6213034088	99.44354429	0.5564557115	0	98.27230457	1.727695426	0				0	0		-924.729295	0.6213034088	10.2650773383686	
924.649295	99	1	0	0.6287228206	0.6290262839	99.43849282	0.5615071823	0	98.25648721	1.743512786	0				0	0		-924.649295	0.6290262839	10.4552286966001	
924.569295	99	1	0	0.6363057278	0.6366093118	99.43344204	0.5665579646	0	98.24067008	1.759329925	0				0	0		-924.569295	0.6366093118	10.6471565360717	
924.489295	99	1	0	0.6437526783	0.6440562351	99.42839194	0.5716080602	0	98.22485317	1.775146835	0				0	0		-924.489295	0.6440562351	10.8408616551826	
924.409295	99	1	0	0.6510672789	0.6513706645	99.42334253	0.5766574708	0	98.20903649	1.790963508	0				0	0		-924.409295	0.6513706645	11.0363449362208	
924.329295	99	1	0	0.6582530097	0.658556084	99.4182938	0.5817061981	0	98.19322006	1.806779937	0				0	0		-924.329295	0.658556084	11.2336072829228	
924.249295	99	1	0	0.6653132304	0.6656158569	99.41324576	0.5867542439	0	98.17740389	1.822596113	0				0	0		-924.249295	0.6656158569	11.4326494485494	
924.169295	99	1	0	0.6722511849	0.6725532307	99.40819839	0.5918016099	0	98.16158797	1.838412027	0				0	0		-924.169295	0.6725532307	11.6334723548421	
924.089295	99	1	0	0.6790700064	0.6793713421	99.4031517	0.5968482977	0	98.14577233	1.854227673	0				0	0		-924.089295	0.6793713421	11.836076950181	
924.009295	99	1	0	0.6857727222	0.6860732216	99.39810569	0.6018943092	0	98.12995696	1.870043041	0				0	0		-924.009295	0.6860732216	12.0404638425225	
923.929295	99	1	0	0.6923622581	0.6926617984	99.39306035	0.6069396459	0	98.11414188	1.885858125	0				0	0		-923.929295	0.6926617984	12.2466338970862	
923.849295	99	1	0	0.6988414425	0.6991399039	99.38801569	0.6119843097	0	98.09832709	1.901672914	0				0	0		-923.849295	0.6991399039	12.4545880749387	
923.769295	99	1	0	0.7052130105	0.7055102763	99.3829717	0.6170283022	0	98.0825126	1.917487403	0				0	0		-923.769295	0.7055102763	12.664327221341	
923.689295	99	1	0	0.7114796078	0.711775564	99.37792837	0.6220716251	0	98.06669842	1.933301581	0				0	0		-923.689295	0.711775564	12.8758519931228	
923.609295	99	1	0	0.7176437942	0.7179383298	99.37288572	0.6271142802	0	98.05088456	1.949115443	0				0	0		-923.609295	0.7179383298	13.0891632726178	
923.529295	99	1	0	0.723708047	0.7240010536	99.36784373	0.6321562691	0	98.03507102	1.964928978	0				0	0		-923.529295	0.7240010536	13.3042619498416	
923.449295	99	1	0	0.7296747645	0.7299661364	99.36280241	0.6371975937	0	98.01925782	1.980742181	0				0	0		-923.449295	0.7299661364	13.5211486535045	
923.369295	99	1	0	0.7355462689	0.735835903	99.35776174	0.6422382555	0	98.00344496	1.996555041	0				0	0		-923.369295	0.735835903	13.7398242236937	
923.289295	99	1	0	0.7413248096	0.7416126052	99.35272174	0.6472782564	0	97.98763245	2.012367552	0				0	0		-923.289295	0.7416126052	13.9602895644435	
923.209295	99	1	0	0.7470125656	0.7472984244	99.3476824	0.6523175979	0	97.9718203	2.028179705	0				0	0		-923.209295	0.7472984244	14.1825452641669	
923.129295	99	1	0	0.7526116487	0.7528954748	99.34264372	0.6573562819	0	97.95600851	2.043991492	0				0	0		-923.129295	0.7528954748	14.4065921974276	
923.049295	99	1	0	0.7581241057	0.7584058053	99.33760569	0.6623943101	0	97.94019709	2.059802905	0				0	0		-923.049295	0.7584058053	14.632590234642	
922.969295	99	1	0	0.7635518058	0.7638312874	99.33256848	0.6674315211	0	97.92438622	2.075613777	0				0	0		-922.969295	0.7638312874	14.8602170816749	
922.889295	99	1	0	0.7688969039	0.7691740781	99.32753176	0.6724682414	0	97.90857558	2.091424418	0				0	0		-922.889295	0.7691740781	15.0894879406511	
922.809295	99	1	0	0.7741611515	0.774435931	99.32249569	0.677504311	0	97.89276534	2.107234661	0				0	0		-922.809295	0.774435931	15.3207073895	
922.729295	99	1	0	0.7793463597	0.7796186589	99.31746027	0.6825397316	0	97.8769555	2.123044498	0				0	0		-922.729295	0.7796186589	15.5537217151962	
922.649295	99	1	0	0.7844542859	0.7847240215	99.3124255	0.6875745049	0	97.86114608	2.138853921	0				0	0		-922.649295	0.7847240215	15.7885317230689	
922.569295	99	1	0	0.789486636	0.7897537263	99.30739137	0.6926086325	0	97.84533708	2.154662923	0				0	0		-922.569295	0.7897537263	16.0251380333669	
922.489295	99	1	0	0.7944450663	0.7947094316	99.30235788	0.6976421164	0	97.8295285	2.170471495	0				0	0		-922.489295	0.7947094316	16.2635413252092	
922.409295	99	1	0	0.7993311849	0.7995927472	99.29732504	0.702674958	0	97.81372037	2.18627963	0				0	0		-922.409295	0.7995927472	16.5037425448539	
922.329295	99	1	0	0.804146554	0.804405237	99.29229284	0.7077071592	0	97.79791268	2.202087318	0				0	0		-922.329295	0.804405237	16.7457421569174	
922.249295	99	1	0	0.808892691	0.8091484201	99.28726128	0.7127387217	0	97.78210545	2.217894554	0				0	0		-922.249295	0.8091484201	16.9895409538154	
922.169295	99	1	0	0.8135710706	0.8138237727	99.28223035	0.7177696471	0	97.76629867	2.233701328	0				0	0		-922.169295	0.8138237727	17.2351393673899	
922.089295	99	1	0	0.8181831258	0.8184327295	99.27720006	0.7227999372	0	97.75049237	2.249507632	0				0	0		-922.089295	0.8184327295	17.4825380958451	
922.009295	99	1	0	0.8227302496	0.8229766851	99.27217041	0.7278295937	0	97.73468654	2.26531346	0				0	0		-922.009295	0.8229766851	17.7317381051371	
921.929295	99	1	0	0.8272137965	0.8274569953	99.26714138	0.7328586183	0	97.7188812	2.281118802	0				0	0		-921.929295	0.8274569953	17.982740003437	
921.849295	99	1	0	0.8316350836	0.8318749787	99.26211299	0.7378870127	0	97.70307635	2.296923651	0				0	0		-921.849295	0.8318749787	18.2355440048176	
921.769295	99	1	0	0.8359953921	0.8362319179	99.25708522	0.7429147787	0	97.687272	2.312727998	0				0	0		-921.769295	0.8362319179	18.4901506979226	
921.689295	99	1	0	0.8402959681	0.8405290606	99.25205808	0.7479419178	0	97.67146816	2.328531837	0				0	0		-921.689295	0.8405290606	18.7465613199131	
921.609295	99	1	0	0.8445380245	0.8447676206	99.24703157	0.7529684319	0	97.65566484	2.344335159	0				0	0		-921.609295	0.8447676206	19.0047759936171	
921.529295	99	1	0	0.8487227414	0.8489487796	99.24200568	0.7579943227	0	97.63986204	2.360137957	0				0	0		-921.529295	0.8489487796	19.2647951256138	
921.449295	99	1	0	0.8528512676	0.8530736875	99.23698041	0.7630195918	0	97.62405978	2.375940222	0				0	0		-921.449295	0.8530736875	19.5266195352499	
921.369295	99	1	0	0.8569247213	0.857143464	99.23195576	0.768044241	0	97.60825805	2.391741946	0				0	0		-921.369295	0.857143464	19.7902499787397	
921.289295	99	1	0	0.8609441917	0.8611591991	99.22693173	0.773068272	0	97.59245688	2.407543122	0				0	0		-921.289295	0.8611591991	20.0556867893345	
921.209295	99	1	0	0.8649107392	0.8651219547	99.22190831	0.7780916864	0	97.57665626	2.423343742	0				0	0		-921.209295	0.8651219547	20.3229303052044	
