T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
897.7625726	93	7	0	0	0	97.76906946	2.23093054	0	93	7	0				0.001917513317	-0.001917513317		-897.7625726	0	24.8692842449948	
897.7425726	93	7	0	0.0007995855885	0.0008037742281	97.76784078	2.232159216	0	92.996165	7.003835	0				0	0		-897.7425726	0.0008037742281	24.8959341478835	
897.7225726	93	7	0	0.001598318333	0.001606688974	97.76661215	2.233387855	0	92.99233017	7.00766983	0				0	0		-897.7225726	0.001606688974	24.9215361325078	
897.6825726	93	7	0	0.00319343134	0.003210147159	97.76415488	2.235845116	0	92.98466094	7.01533906	0				0	0		-897.6825726	0.003210147159	24.9712426713266	
897.6025726	93	7	0	0.006374078758	0.006407408803	97.75924045	2.240759546	0	92.96932428	7.030675724	0				0	0		-897.6025726	0.006407408803	25.0875732448419	
897.5225726	93	7	0	0.009538072122	0.009587894915	97.75432616	2.245673842	0	92.95399004	7.046009959	0				0	0		-897.5225726	0.009587894915	25.210205730145	
897.4425726	93	7	0	0.01268790173	0.01275410902	97.74941199	2.250588006	0	92.93865824	7.061341764	0				0	0		-897.4425726	0.01275410902	25.3237240440461	
897.3625726	93	7	0	0.01582366035	0.0159061446	97.74449796	2.255502044	0	92.92332886	7.076671144	0				0	0		-897.3625726	0.0159061446	25.4375057183939	
897.2825726	93	7	0	0.01894544257	0.01904409696	97.73958404	2.260415957	0	92.9080019	7.091998095	0				0	0		-897.2825726	0.01904409696	25.5515400928184	
