T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
903.1305588	94	4	2	0	0	98.68556075	1.13543516	0.1790040863	94	4	2							0.002065447145	-0.001262696902	-0.0008027502434	-903.1305588	0	22.6841562496101	
903.1105588	94	4	2	0.000878957068	0.0008810980371	98.68484417	1.136032202	0.1791236322	93.99586901	4.002525413	2.001605575							0	0	0	-903.1105588	0.0008810980371	22.7137430938246	
903.0905588	94	4	2	0.00175677177	0.001761049851	98.68412778	1.136629044	0.1792431753	93.99173781	4.005050703	2.003211489							0	0	0	-903.0905588	0.001761049851	22.7422420869381	
903.0505588	94	4	2	0.003509233496	0.003517774869	98.68269555	1.137822199	0.1794822515	93.98347455	4.010101114	2.006424334							0	0	0	-903.0505588	0.003517774869	22.7977189399916	
902.9705588	94	4	2	0.007001283545	0.007018307331	98.6798333	1.140206334	0.1799603669	93.96694484	4.020201068	2.012854095							0	0	0	-902.9705588	0.007018307331	22.9288776936331	
902.8905588	94	4	2	0.01047059004	0.010496024	98.67697447	1.142586913	0.1804386119	93.95041108	4.030297938	2.019290977							0	0	0	-902.8905588	0.010496024	23.067628222932	
902.8105588	94	4	2	0.01392075981	0.01395454067	98.67411879	1.14496433	0.1809168773	93.93387318	4.040392878	2.025733946							0	0	0	-902.8105588	0.01395454067	23.1955584767174	
902.7305588	94	4	2	0.0173519366	0.01739400157	98.67126625	1.147338586	0.1813951639	93.91733109	4.0504859	2.032183011							0	0	0	-902.7305588	0.01739400157	23.3239187713763	
902.6505588	94	4	2	0.02076426875	0.02081455559	98.66841685	1.149709683	0.1818734714	93.90078482	4.060577008	2.03863817							0	0	0	-902.6505588	0.02081455559	23.4526888271731	
902.5705588	94	4	2	0.02415790321	0.0242163502	98.66557058	1.152077622	0.1823517995	93.88423437	4.07066621	2.045099419							0	0	0	-902.5705588	0.0242163502	23.581868817395	
902.4905588	94	4	2	0.02753298539	0.02759953135	98.66272745	1.154442404	0.182830148	93.86767973	4.080753509	2.051566757							0	0	0	-902.4905588	0.02759953135	23.7114593491876	
902.4105588	94	4	2	0.03088965922	0.03096424348	98.65988745	1.15680403	0.1833085167	93.85112091	4.090838912	2.058040183							0	0	0	-902.4105588	0.03096424348	23.8414610273139	
902.3305588	94	4	2	0.03422806715	0.03431062955	98.65705059	1.159162502	0.1837869054	93.83455788	4.100922423	2.064519694							0	0	0	-902.3305588	0.03431062955	23.9718743807235	
902.2505588	94	4	2	0.03754835019	0.03763883107	98.65421687	1.16151782	0.1842653137	93.81799066	4.111004049	2.071005287							0	0	0	-902.2505588	0.03763883107	24.102700003134	
902.1705588	94	4	2	0.04085064787	0.04094898809	98.65138627	1.163869987	0.1847437415	93.80141924	4.121083795	2.077496961							0	0	0	-902.1705588	0.04094898809	24.2339385510737	
902.0905588	94	4	2	0.04413509834	0.04424123923	98.64855881	1.166219002	0.1852221886	93.78484362	4.131161666	2.083994713							0	0	0	-902.0905588	0.04424123923	24.3655905233914	
