T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
906.7398324	95	2	3	0	0	99.14973322	0.5410152263	0.3092515559	95	2	3	0.001898174942	-0.0006673484157	-0.001230826527	-906.7398324	0	21.8600705329724	
906.7198324	95	2	3	0.0009137423484	0.0009142438173	99.14921462	0.5412927792	0.3094926008	94.99620361	2.001334694	3.0024617	0	0	0	-906.7198324	0.0009142438173	21.8919343950937	
906.6998324	95	2	3	0.001826157055	0.001827158879	99.14869617	0.5415701825	0.3097336488	94.99240718	2.002669246	3.004923578	0	0	0	-906.6998324	0.001827158879	21.9226635157125	
906.6598324	95	2	3	0.00364729668	0.003649296039	99.14765966	0.5421245819	0.31021576	94.98481404	2.005338047	3.009847916	0	0	0	-906.6598324	0.003649296039	21.9825501196927	
906.5798324	95	2	3	0.007274598866	0.007278580502	99.14558824	0.5432317231	0.3111800393	94.96962681	2.010674321	3.019698866	0	0	0	-906.5798324	0.007278580502	22.1259077379045	
906.4198324	95	2	3	0.01444878452	0.0144566687	99.14145273	0.5454379633	0.3131093107	94.93924984	2.021336673	3.039413489	0	0	0	-906.4198324	0.0144566687	22.4247558619521	
906.0998324	95	2	3	0.02854468293	0.02856016418	99.13320808	0.5498227026	0.3169692212	94.87848203	2.042635682	3.078882287	0	0	0	-906.0998324	0.02856016418	22.9777339160545	
905.4598324	95	2	3	0.05572535525	0.05575521591	99.11682519	0.5584794777	0.3246953299	94.75689388	2.085123575	3.157982547	0	0	0	-905.4598324	0.05575521591	24.1361374181732	
904.1798324	95	2	3	0.1063750764	0.1064307479	99.08447622	0.5753531492	0.3401706262	94.51350832	2.169686097	3.316805579	0	0	0	-904.1798324	0.1064307479	26.5861731525864	
901.6198324	95	2	3	0.1948960102	0.1949935048	99.02138535	0.6074118524	0.3712027945	94.0259124	2.337322216	3.636765386	0	0	0	-901.6198324	0.1949935048	31.8063622150989	
899.0598324	95	2	3	0.2696003265	0.2697295974	98.96032356	0.6373557	0.4023207425	93.5372287	2.503301521	3.959469783	0	0	0	-899.0598324	0.2697295974	37.4117520924688	
896.4998324	95	2	3	0.3334025204	0.3335561943	98.90116307	0.6653390646	0.4334978663	93.04745941	2.668000673	4.284539917	0	0	0	-896.4998324	0.3335561943	43.5293491658904	
893.9398324	95	2	3	0.3884597645	0.3886323863	98.84378541	0.6915062885	0.4647083018	92.55659194	2.831780045	4.611628016	0	0	0	-893.9398324	0.3886323863	50.1695848073951	
891.3798324	95	2	3	0.4364017288	0.4365892417	98.78808137	0.7159916771	0.4959269487	92.06459927	2.994983617	4.940417117	0	0	0	-891.3798324	0.4365892417	57.3424594733813	
888.8198324	95	2	3	0.4784818482	0.4786812285	98.73395077	0.7389197532	0.5271294783	91.57143993	3.157939564	5.270620508	0	0	0	-888.8198324	0.4786812285	65.0574722120805	
886.2598324	95	2	3	0.5156794212	0.5158884159	98.68130207	0.7604056147	0.5582923136	91.07705826	3.320961011	5.601980728	0	0	0	-886.2598324	0.5158884159	73.3236662382173	
883.6998324	95	2	3	0.5487702141	0.5489871507	98.63005203	0.7805553777	0.5893925954	90.58138473	3.484346934	5.93426834	0	0	0	-883.6998324	0.5489871507	82.1497021169553	
881.1398324	95	2	3	0.5783763513	0.5785999969	98.58012519	0.7994666707	0.6204081377	90.0843363	3.648383159	6.267280537	0	0	0	-881.1398324	0.5785999969	91.5439487011995	
878.5798324	95	2	3	0.6050022484	0.6052317052	98.53145346	0.8172291582	0.6513173785	89.58581693	3.813343404	6.600839667	0	0	0	-878.5798324	0.6052317052	101.514588510396	
876.0198324	95	2	3	0.6290609403	0.6292955665	98.4839756	0.8339250719	0.6820993273	89.08571796	3.979490323	6.934791718	0	0	0	-876.0198324	0.6292955665	112.069739117248	
873.4598324	95	2	3	0.6508936684	0.6511330176	98.43763676	0.849629732	0.7127335085	88.58391865	4.147076531	7.269004819	0	0	0	-873.4598324	0.6511330176	123.217572637435	
870.8998324	95	2	3	0.670784659	0.6710284352	98.39238799	0.8644120834	0.7431999273	88.08028667	4.316345552	7.603367774	0	0	0	-870.8998324	0.6710284352	134.966468220727	
868.3398324	95	2	3	0.6889724085	0.6892204298	98.34818586	0.8783351473	0.7734789969	87.5746786	4.487532766	7.93778863	0	0	0	-868.3398324	0.6892204298	147.32515247042	
865.7798324	95	2	3	0.7056584082	0.7059105801	98.30499198	0.8914565117	0.8035515114	87.06694044	4.660866223	8.272193342	0	0	0	-865.7798324	0.7059105801	160.302847559832	
