T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
905.1968234	95	1	4	0	0	99.29857093	0.2572040436	0.4442250261	95	1	4							0.00174078988	-0.0003008026215	-0.001439987258	-905.1968234	0	24.6891422614473	
905.1768234	95	1	4	0.0008099605604	0.0008094911893	99.29813683	0.2573137692	0.4445493962	94.99651842	1.000601606	4.00287997							0	0	0	-905.1768234	0.0008094911893	24.7246135998775	
905.1568234	95	1	4	0.001618760758	0.001617822699	99.2977028	0.2574234253	0.4448737724	94.99303697	1.001203135	4.005759896							0	0	0	-905.1568234	0.001617822699	24.7574862859173	
905.1168234	95	1	4	0.003233396333	0.003231522653	99.2968349	0.2576425552	0.4455225492	94.98607429	1.002406048	4.011519662							0	0	0	-905.1168234	0.003231522653	24.8194714704816	
905.0368234	95	1	4	0.006450350461	0.006446612825	99.29509974	0.2580800658	0.4468201971	94.97214999	1.00481121	4.023038804							0	0	0	-905.0368234	0.006446612825	24.9673152004602	
904.9568234	95	1	4	0.009645636123	0.009640047272	99.29336556	0.2585164049	0.4481180392	94.95822731	1.00721483	4.034557861							0	0	0	-904.9568234	0.009640047272	25.1235699460568	
904.8768234	95	1	4	0.0128226683	0.01281523902	99.29163229	0.2589516813	0.449416032	94.94430614	1.009617314	4.046076547							0	0	0	-904.8768234	0.01281523902	25.2677406173881	
904.7968234	95	1	4	0.01598159438	0.01597233537	99.28989993	0.2593858983	0.450714176	94.93038647	1.01201867	4.057594862							0	0	0	-904.7968234	0.01597233537	25.4123650396011	
904.7168234	95	1	4	0.01912256696	0.01911148884	99.28816847	0.2598190593	0.4520124708	94.9164683	1.014418906	4.069112797							0	0	0	-904.7168234	0.01911148884	25.5574162225132	
904.6368234	95	1	4	0.02224573692	0.02223285025	99.28643792	0.2602511676	0.4533109159	94.90255163	1.016818029	4.080630344							0	0	0	-904.6368234	0.02223285025	25.70289430061	
904.5568234	95	1	4	0.02535125348	0.02533656873	99.28470826	0.2606822265	0.4546095107	94.88863646	1.019216048	4.092147495							0	0	0	-904.5568234	0.02533656873	25.8487993189036	
904.4768234	95	1	4	0.02843926421	0.02842279178	99.28297951	0.2611122392	0.4559082547	94.87472279	1.02161297	4.103664242							0	0	0	-904.4768234	0.02842279178	25.9951313491105	
904.3968234	95	1	4	0.03150991505	0.03149166525	99.28125164	0.2615412091	0.4572071476	94.86081062	1.024008802	4.115180576							0	0	0	-904.3968234	0.03149166525	26.1418904372489	
904.3168234	95	1	4	0.03456335033	0.03454333341	99.27952467	0.2619691393	0.4585061889	94.84689996	1.026403553	4.126696491							0	0	0	-904.3168234	0.03454333341	26.2890766512836	
904.2368234	95	1	4	0.0375997128	0.03757793892	99.27779859	0.2623960332	0.4598053779	94.83299079	1.028797229	4.138211976							0	0	0	-904.2368234	0.03757793892	26.4366900695185	
904.1568234	95	1	4	0.04061914362	0.0405956229	99.27607339	0.2628218939	0.4611047143	94.81908314	1.031189839	4.149727026							0	0	0	-904.1568234	0.0405956229	26.5847307433126	
904.0768234	95	1	4	0.04362178246	0.04359652491	99.27434908	0.2632467247	0.4624041976	94.80517698	1.03358139	4.16124163							0	0	0	-904.0768234	0.04359652491	26.7331987736945	
903.9968234	95	1	4	0.04660776743	0.046580783	99.27262564	0.2636705287	0.4637038273	94.79127233	1.035971889	4.172755783							0	0	0	-903.9968234	0.046580783	26.8820941356799	
903.9168234	95	1	4	0.04957723514	0.04954853373	99.27090309	0.2640933093	0.4650036029	94.77736918	1.038361345	4.184269475							0	0	0	-903.9168234	0.04954853373	27.0314169419757	
903.8368234	95	1	4	0.05253032074	0.05249991216	99.26918141	0.2645150695	0.466303524	94.76346754	1.040749764	4.1957827							0	0	0	-903.8368234	0.05249991216	27.1811673513051	
903.7568234	95	1	4	0.05546715791	0.05543505189	99.2674606	0.2649358126	0.4676035901	94.7495674	1.043137154	4.207295448							0	0	0	-903.7568234	0.05543505189	27.3313452900251	
903.6768234	95	1	4	0.05838787888	0.05835408511	99.26574066	0.2653555417	0.4689038006	94.73566877	1.045523522	4.218807713							0	0	0	-903.6768234	0.05835408511	27.4819508188161	
903.5968234	95	1	4	0.06129261447	0.06125714256	99.26402158	0.2657742599	0.4702041552	94.72177164	1.047908876	4.230319486							0	0	0	-903.5968234	0.06125714256	27.6329840796393	
903.5168234	95	1	4	0.06418149411	0.06414435359	99.26230338	0.2661919704	0.4715046534	94.70787602	1.050293224	4.24183076							0	0	0	-903.5168234	0.06414435359	27.7844451129644	
903.4368234	95	1	4	0.06705464581	0.06701584616	99.26058603	0.2666086764	0.4728052946	94.6939819	1.052676572	4.253341527							0	0	0	-903.4368234	0.06701584616	27.9363339411868	
